Gene Symbol,Name,Entrez GeneId,Genome Location,Tier,Hallmark,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms,PDB Structures,n_structures
MAPK1,mitogen-activated protein kinase 1,5594.0,22:21754500-21867629,1,Yes,22q11.22,yes,,"CLL, ovarian mixed germ cell tumour, cervical carcinoma",,,"E, L",Dom,oncogene,Mis,,,,"CCDS13795.1,ENSG00000100030.14,ERK,ERK2,MAPK2,NM_002745.4,NP_002736,P28482,PRKM1,PRKM2,p41mapk","['1PME', '1TVO', '1WZY', '2OJG', '2OJI', '2OJJ', '2Y9Q', '3D42', '3D44', '3I5Z', '3I60', '3SA0', '3TEI', '3W55', '4FMQ', '4FUX', '4FUY', '4FV0', '4FV1', '4FV2', '4FV3', '4FV4', '4FV5', '4FV6', '4FV7', '4FV8', '4FV9', '4G6N', '4G6O', '4H3P', '4H3Q', '4IZ5', '4IZ7', '4IZA', '4N0S', '4NIF', '4O6E', '4QP1', '4QP2', '4QP3', '4QP4', '4QP6', '4QP7', '4QP8', '4QP9', '4QPA', '4QTA', '4QTE', '4XJ0', '4ZXT', '4ZZM', '4ZZN', '4ZZO', '5AX3', '5BUE', '5BUI', '5BUJ', '5BVD', '5BVE', '5BVF', '5K4I', '5LCJ', '5LCK', '5NGU', '5NHF', '5NHH', '5NHJ', '5NHL', '5NHO', '5NHP', '5NHV', '5V60', '5V61', '5V62', '5WP1', '6D5Y', '6DMG', '6G54', '6G8X', '6G91', '6G92', '6G93', '6G97', '6G9A', '6G9D', '6G9H', '6G9J', '6G9K', '6G9M', '6G9N', '6GDM', '6GDQ', '6GE0', '6GJB', '6GJD', '6NBS', '6OPG', '6OPH', '6OPI', '6Q7K', '6Q7S', '6Q7T', '6QA1', '6QA3', '6QA4', '6QAG', '6QAH', '6QAL', '6QAQ', '6QAW', '6RQ4', '6SLG', '7AUV', '7E73', '7E75', '7NQQ', '7NQW', '7NR3', '7NR5', '7NR8', '7NR9', '7OPM', '7W5O', '7X4U', '7XC1', '8AO2', '8AO3', '8AO4', '8AO5', '8AO6', '8AO7', '8AO8', '8AO9', '8AOA', '8AOB', '8AOC', '8AOD', '8AOE', '8AOF', '8AOG', '8AOH', '8AOI', '8AOJ']",143
MAX,Myc associated factor X,4149.0,14:65075544-65102470,1,Yes,14q23.3,yes,yes,"pheochromocytoma, endometrioid carcinoma, colon carcinoma",pheochromocytoma,,"E, O",Rec,TSG,"Mis, N, F",,,,"CCDS9771.1,ENSG00000125952.18,NM_002382.4,NP_002373,P61244,bHLHd4,bHLHd5,bHLHd6,bHLHd7,bHLHd8","['1AN2', '1HLO', '1NKP', '1NLW', '1R05', '5EYO', '6G6J', '6G6K', '6G6L', '8OTS', '8OTT']",11
MB21D2,Mab-21 domain containing 2,151963.0,3:192796815-192918161,2,,3q29,yes,,lung cancer,,,E,,,Mis,,,,"C3orf59,CCDS3302.2,ENSG00000180611.6,NM_178496.3,NP_848591,Q8IYB1",['7LT1'],1
MDM2,Mdm2 p53 binding protein homolog,4193.0,12:68808176-68850686,1,,12q15,yes,,"sarcoma, glioma, colorectal, other tumour types",,,"M, O, E, L",Dom,oncogene,A,,,,"CCDS8986.2,ENSG00000135679.23,HDM2,MGC5370,NM_002392.5,NP_002383,Q00987","['1RV1', '1T4E', '1T4F', '1YCR', '1Z1M', '2AXI', '2C6A', '2C6B', '2F1Y', '2FOP', '2GV2', '2HDP', '2LZG', '2M86', '2MPS', '2RUH', '2VJE', '2VJF', '3EQS', '3G03', '3IUX', '3IWY', '3JZK', '3JZR', '3JZS', '3LBK', '3LBL', '3LNJ', '3LNZ', '3MQS', '3TJ2', '3TPX', '3TU1', '3V3B', '3VBG', '3VZV', '3W69', '4DIJ', '4ERE', '4ERF', '4HBM', '4HFZ', '4HG7', '4JV7', '4JV9', '4JVE', '4JVR', '4JWR', '4MDN', '4MDQ', '4OAS', '4OBA', '4OCC', '4ODE', '4ODF', '4OGN', '4OGT', '4OGV', '4OQ3', '4QO4', '4QOC', '4UD7', '4UE1', '4UMN', '4WT2', '4XXB', '4ZFI', '4ZGK', '4ZYC', '4ZYF', '4ZYI', '5AFG', '5C5A', '5HMH', '5HMI', '5HMK', '5J7F', '5J7G', '5LAV', '5LAW', '5LAY', '5LAZ', '5LN2', '5MNJ', '5OAI', '5OC8', '5SWK', '5TRF', '5UMM', '5VK0', '5WTS', '5XXK', '5Z02', '5ZXF', '6AAW', '6GGN', '6H22', '6HFA', '6I29', '6I3S', '6IM9', '6KZU', '6Q96', '6Q9H', '6Q9L', '6Q9O', '6SQO', '6T2D', '6T2E', '6T2F', '6Y4Q', '6YR6', '7AD0', '7AI0', '7AI1', '7AYE', '7BIR', '7BIT', '7BIV', '7BJ0', '7BJ6', '7BMG', '7KJM', '7NA1', '7NA2', '7NA3', '7NA4', '7NUS', '7QDQ', '8AEU', '8BGU', '8EI9', '8EIA', '8EIB', '8EIC', '8F0Z', '8F10', '8F12', '8F13']",139
MDM4,Mdm4 p53 binding protein homolog,4194.0,1:204516383-204558120,1,,1q32.1,yes,,"glioblastoma, bladder, retinoblastoma",,,M,Dom,oncogene,A,,,,"CCDS1447.1,ENSG00000198625.12,HDMX,MDMX,NM_002393.4,NP_002384,O15151","['2CR8', '2MWY', '2N06', '2N0U', '2N0W', '2N14', '2VJE', '2VJF', '2VYR', '3DAB', '3EQY', '3FDO', '3FE7', '3FEA', '3JZO', '3JZP', '3JZQ', '3LBJ', '3MQR', '3U15', '4RXZ', '5MNJ', '5UML', '5VK1', '6Q9Q', '6Q9S', '6Q9U', '6Q9W', '6Q9Y', '6YR5', '6YR7', '7C3Q', '7C3Y', '7C44', '7EL4', '7KJN', '7MLA', '8HDG', '8IA5']",39
MDS2,myelodysplastic syndrome 2,,1:23581495-23640568,2,,1p36.12,yes,,MDS,,,L,Dom,fusion,T,ETV6,,,,,0
MECOM,MDS1 and EVI1 complex locus,2122.0,3:169083499-169146305,1,,3q26.2,yes,,"AML, CML, MDS",,,L,Dom,"oncogene, fusion",T,"RUNX1, ETV6, PRDM16, RPN1",,,"CCDS54670.1,ENSG00000085276.17,EVI1,KMT8E,MDS1,MDS1-EVI1,NM_001105077.3,NP_001098547,PRDM3,Q03112",['6BW3'],1
MED12,mediator complex subunit 12,9968.0,X:71118723-71142447,1,Yes,Xq13.1,yes,,"uterine leiomyoma, fibroadenoma, phyllodes tumour",,,"M, E",Dom,TSG,"Mis, S, O",,yes,Opitz-Kaveggia Syndrome,"CAGH45,CCDS43970.1,ENSG00000184634.15,FGS1,HOPA,KIAA0192,NM_005120.2,NP_005111,OKS,OPA1,Q93074,TNRC11,TRAP230",,0
MEN1,multiple endocrine neoplasia type 1 gene,4221.0,11:64803524-64811294,1,Yes,11q13.1,yes,yes,"parathyroid tumours, pancreatic neuroendocrine tumour","parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid",multiple endocrine neoplasia type 1,E,Rec,TSG,"D, Mis, N, F, S",,,,"CCDS8083.1,ENSG00000133895.14,NM_130803.2,NP_570715,NP_570715.1,O00255","['3U84', '3U85', '3U86', '3U88', '4GPQ', '4GQ3', '4GQ4', '4GQ6', '4I80', '4OG3', '4OG4', '4OG5', '4OG6', '4OG7', '4OG8', '4X5Y', '4X5Z', '5DB0', '5DB1', '5DB2', '5DB3', '5DD9', '5DDA', '5DDB', '5DDC', '5DDD', '5DDE', '5DDF', '6B41', '6BXH', '6BXY', '6BY8', '6E1A', '6O5I', '6OPJ', '6PKC', '6S2K', '6WNH', '7M4T', '7O9T', '7O9X', '7O9Z', '7OA9', '7UJ4', '8E90', '8GPN', '8IG0']",47
MET,met proto-oncogene (hepatocyte growth factor receptor),4233.0,7:116672405-116796342,1,Yes,7q31.2,yes,,"papillary renal, head-neck squamous cell",papillary renal,familial papillary renal cancer,E,Dom,oncogene,Mis,,,,"CCDS47689.1,DFNB97,ENSG00000105976.14,HGFR,NM_001127500.2,NP_001120972,P08581,RCCP2","['1FYR', '1R0P', '1R1W', '1SHY', '1SSL', '2G15', '2RFN', '2RFS', '2UZX', '2UZY', '2WD1', '2WGJ', '2WKM', '3A4P', '3BUX', '3C1X', '3CCN', '3CD8', '3CE3', '3CTH', '3CTJ', '3DKC', '3DKF', '3DKG', '3EFJ', '3EFK', '3F66', '3F82', '3I5N', '3L8V', '3LQ8', '3Q6U', '3Q6W', '3QTI', '3R7O', '3RHK', '3U6H', '3U6I', '3VW8', '3ZBX', '3ZC5', '3ZCL', '3ZXZ', '3ZZE', '4AOI', '4AP7', '4DEG', '4DEH', '4DEI', '4EEV', '4GG5', '4GG7', '4IWD', '4K3J', '4KNB', '4MXC', '4O3T', '4O3U', '4R1V', '4R1Y', '4XMO', '4XYF', '5DG5', '5EOB', '5EYC', '5EYD', '5HLW', '5HNI', '5HO6', '5HOA', '5HOR', '5HTI', '5LSP', '5T3Q', '5UAB', '5UAD', '5YA5', '6GCU', '6I04', '6SD9', '6SDC', '6SDD', '6SDE', '6UBW', '6WVZ', '7B3Q', '7B3T', '7B3V', '7B3W', '7B3Z', '7B40', '7B41', '7B42', '7B43', '7B44', '7MO7', '7MO8', '7MO9', '7MOA', '7MOB', '7V3R', '7V3S', '7Y4T', '7Y4U', '8AN8', '8ANS', '8AU3', '8AU5', '8AW1', '8GVJ', '8OUU', '8OUV', '8OV7', '8OVZ', '8OW3', '8OWG']",116
MGMT,O-6-methylguanine-DNA methyltransferase,4255.0,10:129467184-129768007,2,,10q26.3,yes,,glioma,,,O,,TSG,D,,,,"CCDS7660.2,ENSG00000170430.9,NM_002412.4,NP_002403,P16455","['1EH6', '1EH7', '1EH8', '1QNT', '1T38', '1T39', '1YFH']",7
MITF,melanogenesis-associated transcription factor,4286.0,3:69739435-69968336,1,,3p13,yes,,melanoma,,,E,Dom,oncogene,A,,yes,"Waardenburg syndrome type 2, Tietz syndrome","CCDS43106.1,ENSG00000187098.15,MI,NM_198159.2,NP_937802,NP_001341534.1,NP_001341535.1,NP_001341533.1,O75030,WS2,WS2A,bHLHe32","['4C7N', '7D8R', '7D8S', '7D8T', '7EOD', '8E1D']",6
MLF1,myeloid leukemia factor 1,4291.0,3:158582835-158606459,1,,3q25.32,yes,,AML,,,L,Dom,"TSG, fusion",T,NPM1,,,"CCDS56286.1,ENSG00000178053.17,NM_001195432.1,NP_001182361,P58340","['3UAL', '3UBW', '6Y8E']",3
MLH1,E.coli MutL homolog gene,4292.0,3:36993332-37050918,1,Yes,3p22.2,yes,yes,"colorectal, endometrial, ovarian, CNS tumours","colorectal, endometrial, ovarian, CNS","hereditary non-polyposis colorectal cancer, Turcot syndrome","E, O",Rec,TSG,"D, Mis, N, F, S",,,,"CCDS2663.1,COCA2,ENSG00000076242.14,FCC2,HNPCC,HNPCC2,NM_001354620.1,NP_000240,NP_001341546.1,NP_001341549.1,P40692","['3RBN', '4P7A', '5U5P', '6WBA', '6WBB', '6WBC', '7M60']",7
MLLT1,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 (ENL)",4298.0,19:6210379-6279948,1,,19p13.3,yes,,AL,,,L,Dom,fusion,T,KMT2A,,,"CCDS12160.1,ENL,ENSG00000130382.8,LTG19,NM_005934.3,NP_005925,Q03111,YEATS1","['5J9S', '6HPW', '6HPX', '6HPY', '6HPZ', '6HQ0', '6HT0', '6HT1', '6T1I', '6T1J', '6T1L', '6T1M', '6T1N', '6T1O', '7B0T', '7B10', '7E74', '7E7A', '7E7C', '7X88', '7X8B', '7X8F', '7X8G', '8PJI']",24
MLLT10,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (AF10)",8028.0,10:21534343-21743630,1,Yes,10p12.31,yes,,AL,,,L,Dom,"oncogene, fusion",T,"KMT2A, PICALM, CDK6",,,"AF10,CCDS55708.1,ENSG00000078403.16,P55197","['5DAG', '5DAH', '6CKN', '6CKO', '6JN2', '7MJU']",6
MLLT11,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",10962.0,1:151057758-151068497,1,,1q21.3,yes,,ALL,,,L,Dom,fusion,T,KMT2A,,,"AF1Q,CCDS982.1,ENSG00000213190.3,NM_006818.3,NP_006809,Q13015",,0
MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (AF9)",4300.0,9:20341665-20622543,1,,9p21.3,yes,,ALL,,,L,Dom,fusion,T,KMT2A,,,"AF-9,AF9,CCDS6494.1,ENSG00000171843.15,NM_004529.3,NP_004520,P42568,YEATS3","['2LM0', '2MV7', '2N4Q', '2NDF', '2NDG', '4TMP', '5HJB', '5HJD', '5YYF', '6B7G', '6L5Z', '6LS6', '6MIL', '6MIM', '7EIC', '7EID', '7VKG', '7VKH', '8PJ7']",19
MLLT6,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 (AF17)",4302.0,17:38705542-38729803,1,,17q12,yes,,AL,,,L,Dom,fusion,T,KMT2A,,,"AF17,CCDS11327.1,ENSG00000275023.4,FLJ23480,NM_005937.3,NP_005928,P55198",,0
MN1,"MN1 proto-oncogene, transcriptional regulator",4330.0,22:27748277-27801498,1,,22q12.1,yes,,"AML, MDS",,,L,Dom,"oncogene, fusion",T,ETV6,,,"CCDS42998.1,ENSG00000169184.5,MGCR,MGCR1,MGCR1-PEN,NM_002430.2,NP_002421,Q10571",,0
MNX1,motor neuron and pancreas homeobox 1,3110.0,7:157004853-157010651,2,,7q36.3,yes,,AML,,,L,Dom,fusion,T,ETV6,yes,Currarino syndrome,"CCDS34788.1,ENSG00000130675.14,HB9,HLXB9,HOXHB9,NM_005515.3,NP_005506,P50219,SCRA1",,0
MPL,"myeloproliferative leukaemia virus oncogene, thrombopoietin receptor",4352.0,1:43337849-43352772,1,Yes,1p34.2,yes,yes,MPN,MPN,familial essential thrombocythemia,L,Dom,oncogene,Mis,,yes,Congenital amegakaryocytic thrombocytopenia,"CCDS483.1,CD110,ENSG00000117400.17,NM_005373.2,NP_005364,P40238,TPOR",['8G04'],1
MRTFA,megakaryoblastic leukemia (translocation) 1,57591.0,22:40411390-40533635,1,,22q13.2,yes,,acute megakaryocytic leukaemia,,,L,Dom,"oncogene, TSG, fusion",T,RBM15,,,"BSAC,CCDS82720.1,ENSG00000196588.15,KIAA1438,MAL,MKL,MKL1,MRTF-A,NM_001318139.1,NP_001305068","['2KVU', '2KW9']",2
MSH2,mutS homolog 2 (E. coli),4436.0,2:47402969-47483228,1,Yes,2p21,yes,yes,"colorectal, endometrial, ovarian","colorectal, endometrial, ovarian",hereditary non-polyposis colorectal cancer,E,Rec,TSG,"D, Mis, N, F, S",,,,"CCDS1834.1,COCA1,ENSG00000095002.14,HNPCC,HNPCC1,NM_000251.2,NP_000242,P43246","['2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '3THW', '3THX', '3THY', '3THZ', '8AG6', '8OLX', '8OM5', '8OM9', '8OMA', '8OMO', '8OMQ']",16
MSH6,mutS homolog 6 (E. coli),2956.0,2:47783082-47810101,1,Yes,2p16.3,yes,yes,colorectal,"colorectal, endometrial, ovarian",hereditary non-polyposis colorectal cancer,E,Rec,TSG,"Mis, N, F, S",,,,"CCDS1836.1,ENSG00000116062.14,GTBP,NM_000179.2,NP_000170,P52701","['2GFU', '2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '6OQM', '8AG6']",8
MSI2,musashi homolog 2 (Drosophila),124540.0,17:57256534-57684685,1,,17q22,yes,,CML,,,L,Dom,"oncogene, fusion",T,HOXA9,,,"CCDS11596.1,ENSG00000153944.10,NM_138962.3,NP_620412,Q96DH6","['6C8U', '6DBP', '6NTY']",3
MSN,moesin,4478.0,X:65667670-65741931,1,,Xq12,yes,,ALCL,,,L,Dom,fusion,T,ALK,,,"CCDS14382.1,ENSG00000147065.16,NM_002444.2,NP_002435,P26038","['1E5W', '1EF1', '1SGH', '6TXQ', '6TXS', '8CIR', '8CIS', '8CIT', '8CIU']",9
MTCP1,mature T-cell proliferation 1,4515.0,X:155064034-155071226,1,,Xq28,yes,,T cell prolymphocytic leukaemia,,,L,Dom,"oncogene, fusion",T,TRA,,,"CCDS44027.1,ENSG00000214827.9,NM_001018025.3,NP_001018025,P13MTCP1,P56278,p8MTCP1","['1A1X', '1QTT', '1QTU']",3
MTOR,mechanistic target of rapamycin,2475.0,1:11106535-11262507,1,Yes,1p36.22,yes,,"endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types",,,E,Dom,oncogene,"Mis, N",,yes,"Smith-Kingsmore syndrome, brain overgrowth phenotypes such as focal cortical dysplasia and megalencephaly,","CCDS127.1,ENSG00000198793.12,FLJ44809,FRAP,FRAP1,FRAP2,NM_004958.3,NP_004949,P42345,RAFT1,RAPT1","['1AUE', '1FAP', '1NSG', '2FAP', '2GAQ', '2NPU', '2RSE', '3FAP', '3JBZ', '4DRH', '4DRI', '4DRJ', '4FAP', '4JSN', '4JSP', '4JSV', '4JSX', '4JT5', '4JT6', '5FLC', '5GPG', '5H64', '5WBH', '5WBU', '5WBY', '5ZCS', '6BCU', '6BCX', '6M4U', '6M4W', '6SB0', '6SB2', '6ZWM', '6ZWO', '7EPD', '7OWG', '7PE7', '7PE8', '7PE9', '7PEA', '7PEB', '7PEC', '7TZO', '7UXC', '7UXH', '8ER6', '8ER7', '8ERA', '8PPZ']",49
MUC1,"mucin 1, transmembrane",4582.0,1:155185826-155192915,1,,1q22,yes,,B-NHL,,,L,Dom,fusion,T,IGH,,,"ADMCKD,ADMCKD1,CCDS72933.1,CD227,ENSG00000185499.16,MCD,MCKD,MCKD1,NM_001204286.1,NP_001191215,PEM,PUM","['1SM3', '2ACM', '2FO4', '5T6P', '5T78', '6FZQ', '6FZR', '6KX1', '6TGG', '7Q4I', '7V4W', '7V64', '7V7K', '7V8Q', '7VAC', '7VAZ', '8AXH']",17
MUC16,"mucin 16, cell surface associated",94025.0,19:8848844-8981342,2,,19p13.2,yes,,"HNSCC, melanoma",,,E,,oncogene,Mis,,,,"CA125,CCDS54212.1,ENSG00000181143.15,FLJ14303,NM_024690.2,NP_078966,Q8WXI7",['7SA9'],1
MUC4,"mucin 4, cell surface associated",4585.0,3:195746765-195812277,2,,3q29,yes,,HNSCC,,,E,,oncogene,"Mis, O",,,,"CCDS54700.1,ENSG00000145113.21,NM_018406.6,NP_060876",,0
MUC6,"mucin 6, oligomeric mucus/gel-forming",4588.0,11:1012821-1036706,2,,11p15.5,yes,yes,gastric cancer,"gastric cancer, rectal cancer",,E,,,"F, M, O",,,,"CCDS44513.1,ENSG00000184956.15,NM_005961.2,NP_005952,Q6W4X9",,0
MUTYH,mutY homolog (E. coli),4595.0,1:45329242-45340388,1,,1p34.1,,yes,,colorectal,adenomatous polyposis coli,E,Rec,TSG,Mis,,,,"CCDS520.1,ENSG00000132781.17,MYH,NM_012222.2,NP_036354,Q9UIF7","['1X51', '3N5N']",2
MYB,v-myb myeloblastosis viral oncogene homolog,4602.0,6:135181315-135219167,1,,6q23.3,yes,,adenoid cystic carcinoma,,,E,Dom,"oncogene, fusion",T,NFIB,,,"CCDS47481.1,ENSG00000118513.18,NM_001130173.1,NP_001123645,P10242,c-myb",,0
MYC,v-myc myelocytomatosis viral oncogene homolog (avian),4609.0,8:127736069-127741434,1,Yes,8q24.21,yes,,"Burkitt lymphoma, amplified in other cancers, B-CLL",,,"L, E",Dom,"oncogene, fusion","A, T","IGK, BCL5, BCL7A , BTG1, TRA, IGH",,,"CCDS6359.2,ENSG00000136997.17,MYCC,NM_002467.4,NP_002458,NP_002458.2,bHLHe39,c-Myc","['1A93', '1EE4', '1MV0', '1NKP', '2A93', '2OR9', '4Y7R', '5I4Z', '5I50', '6C4U', '6E16', '6E24', '6G6J', '6G6K', '6G6L', '7T1Y', '7T1Z', '8OTS', '8OTT']",19
MYCL,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog,4610.0,1:39895426-39902013,1,,1p34.2,yes,,small cell lung carcinoma,,,E,Dom,oncogene,A,,,,"CCDS53300.1,ENSG00000116990.10,LMYC,MYCL1,NM_001033082.2,NP_001028254,P12524,bHLHe38",,0
MYCN,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",4613.0,2:15940564-15947007,1,,2p24.3,yes,,"neuroblastoma, Wilms tumour",,,O,Dom,oncogene,"A, Mis",,yes,Feingold syndrome 1,"CCDS1687.1,ENSG00000134323.11,MYCNOT,N-myc,NMYC,NM_005378.5,NP_001280157,NP_005369,NP_001280162.1,P04198,bHLHe37","['5G1X', '7ZTL']",2
MYD88,myeloid differentiation primary response gene (88),4615.0,3:38138478-38143019,1,Yes,3p22.2,yes,,ABC-DLBCL,,,L,Dom,oncogene,Mis,,,,"CCDS54565.1,ENSG00000172936.12,NM_001172567.1,NP_001166038","['2JS7', '2Z5V', '3MOP', '4DOM', '4EO7', '6I3N', '7BEQ', '7BER', '7L6W']",9
MYH11,"myosin, heavy polypeptide 11, smooth muscle",4629.0,16:15703172-15857011,1,,16p13.11,yes,,AML,,,L,Dom,fusion,T,CBFB,,,"CCDS45423.1,ENSG00000133392.17,NM_001040114.1,NP_001035203,P35749,SMHC,SMMHC",,0
MYH9,"myosin, heavy polypeptide 9, non-muscle",4627.0,22:36281277-36388067,1,,22q12.3,yes,,ALCL,,,L,Dom,"TSG, fusion",T,ALK,yes,"Deafness, autosomal dominant 17, Epstein syndrome, Fechtner syndrome, May-Hegglin anomaly, Sebastian syndrome","CCDS13927.1,DFNA17,ENSG00000100345.21,EPSTS,FTNS,MHA,NMHC-II-A,NMMHCA,NM_002473.5,NP_002464,P35579","['2LNK', '3ZWH', '4CFQ', '4CFR', '4ETO']",5
MYO5A,"myosin VA (heavy chain 12, myoxin)",4644.0,15:52307283-52529050,1,,15q21.2,yes,,Spitzoid tumour,,,E,Dom,fusion,T,ROS1,yes,Griscelli syndrome,"CCDS42037.1,ENSG00000197535.14,GS1,MYH12,MYO5,MYR12,NM_000259.3,NP_000250,NP_000250.3,Q9Y4I1","['4D07', '4J5L', '4LLI', '4LX1', '4LX2', '5JCY', '5JCZ']",7
MYOD1,myogenic differentiation 1,4654.0,11:17719568-17722131,1,Yes,11p15.1,yes,,embryonal rhabdomyosarcoma,,,M,Dom,oncogene,Mis,,,,"CCDS7826.1,ENSG00000129152.3,MYF3,MYOD,NM_002478.4,NP_002469,P15172,PUM,bHLHc1",,0
N4BP2,NEDD4 binding protein 2,55728.0,4:40056826-40158252,2,,4p14,yes,,lung cancer,,,E,,TSG,D,,,,"B3BP,CCDS3457.1,ENSG00000078177.13,NM_018177.5,NP_060647,NP_001305288.1,Q86UW6","['2D9I', '2VKC', '3BHB', '3FAU']",4
NAB2,NGFI-A binding protein 2,4665.0,12:57088894-57095476,1,Yes,12q13.3,yes,,"solitary fibrous tumour, meningeal haemangiopericytoma",,,"M, O",Dom,"TSG, fusion",T,STAT6,,,"CCDS8930.1,ENSG00000166886.12,MADER,NM_005967.3,NP_005958,Q15742",,0
NACA,nascent-polypeptide-associated complex alpha polypeptide,4666.0,12:56712433-56725299,2,,12q13.3,yes,,NHL,,,L,Dom,fusion,T,BCL6,,,"CCDS44925.2,E9PAV3,ENSG00000196531.10,NACA1,NM_001113203.2,NP_001106674","['3LKX', '3MCB', '3MCE', '7QWQ', '7QWR', '7QWS', '8P2K']",7
NBEA,neurobeachin,26960.0,13:34942287-35672735,2,,13q13.3,yes,,"large intestine carcinoma, multiple myeloma",,,"E, L",,,"F, T",PVT1,,,"BCL8B,CCDS45026.1,ENSG00000172915.18,FLJ10197,KIAA1544,LYST2,NM_015678.4,NP_056493,Q8NFP9",['1MI1'],1
NBN,nibrin,4683.0,8:89933336-89984716,1,,8q21.3,,yes,,"NHL, glioma, medulloblastoma, rhabdomyosarcoma",Nijmegen breakage syndrome,"L, E, M, O",Rec,TSG,"Mis, N, F",,,,"AT-V1,AT-V2,ATV,CCDS6249.1,ENSG00000104320.13,NBS,NBS1,NM_002485.4,NP_002476,O60934","['5WQD', '7SID', '8BAH']",3
NCKIPSD,NCK interacting protein with SH3 domain,51517.0,3:48673844-48685927,2,,3p21.31,yes,,ALL,,,L,Dom,fusion,T,KMT2A,,,"AF3P21,CCDS2776.1,DIP1,ENSG00000213672.7,NM_016453.3,NP_057537,ORF1,Q9NZQ3,SPIN90,WASLBP,WISH","['6DEC', '6DED', '6DEE']",3
